sr_pcode,state_region,ts_pcode,township,vt_pcode,village_tract,village_pcode,village,village_mya_mmr3
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170387,Dee Tha Khee,ဒီးသခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170390,Di Be Khee,ဒီဘီခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170393,Hti Wa Ka Lay,ထီးဝကလေး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170389,Po Te,ပိုတဲ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170384,Poe Wea Paw,ပိုးဝဲပေါ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170385,Pway Paw,ပွေပေါ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170386,Shwe Law Gi,ရွှေလော်ဂီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170392,Ta Lar Khoe,တလားခိုး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005015,Pu Lwe Bu,170388,Ta Moe Khee Ta,တမိုးခီတ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005005,Tar Oke,218814,Baw Paw Hta,ဘောပေါထ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005005,Tar Oke,218812,Kway Tar Au,ကွေတာအု
MMR003,Kayin,MMR003005,Myawaddy,MMR003005005,Tar Oke,170354,Tar Oke,တာအုပ်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005005,Tar Oke,218813,Tha Naw Hta,သနောထ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005010,Thin Gan Nyi Naung,170368,Thin Gan Nyi Naung,သင်္ဃန်းညီနောင်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005010,Thin Gan Nyi Naung,170369,Ywar Thit,ရွာသစ်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170360,Au Ta Ri Khee,အူတရိခီး
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170361,Htee Ta Pa Law,ထီးတပလော
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170357,Kha Ye Li,ခရဲလီ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170358,Kyoe Thar,ကြိုးသာ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170355,Ti Thea Lei,တီသဲလယ်
MMR003,Kayin,MMR003005,Myawaddy,MMR003005006,Ti Thea Lei (Maw Khee),170359,Yu Ti,ယူးတီ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005012,Whayt Shan,170373,Su Ka Li,စုကလိ
MMR003,Kayin,MMR003005,Myawaddy,MMR003005012,Whayt Shan,170372,Whayt Shan,ဝှေ့ရှမ်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004026,Ah Doe Thea Pyaw,170160,Ah Doe,အဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004026,Ah Doe Thea Pyaw,170163,Thea Pyaw (Lower),သဲပျော် (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004026,Ah Doe Thea Pyaw,170162,Thea Pyaw (Middle),သဲပျော် (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004026,Ah Doe Thea Pyaw,170161,Thea Pyaw (Upper),သဲပျော် (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004014,Ah Lel Chaung,170088,Ah Lel Chaung (Lower),အလယ်ချောင်း (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004014,Ah Lel Chaung,170087,Ah Lel Chaung (Upper),အလယ်ချောင်း (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170320,Bo Khar Lay Kho,ဘိုခါလေးခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170323,Maw Ku Doe,မောကူဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170321,Maw Tu Doe,မောတူဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170322,Pa Lar Chee,ပလာချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170326,Thay Khi Lar,သေခီလာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170324,Thay Mu Doe,သေမူဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004055,Bo Khar Lay Kho,170325,U Bo,ဦးဘို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170264,Chaung Ma Nge,ချောင်းမငယ်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170267,Han Tho,ဟံသို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170268,Kyauk Sin Taung,ကျောက်ဆင်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170265,Mei Wa,မယ်ဝ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170266,Taw Kone,တောကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004045,Chaung Ma Nge,170269,Tha Myat Chaung,သမြတ်ချောင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004028,Chee Thu Saw (Lower),170168,Chee Thu Saw (Lower Ywar Thit),ချီးသူစော (အောက်ရွာသစ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004028,Chee Thu Saw (Lower),170170,Chee Thu Saw (Upper),ချီးသူစော (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004028,Chee Thu Saw (Lower),170169,Chee Thu Saw (Ywar Haung),ချီးသူစော (ရွာဟောင်း)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004028,Chee Thu Saw (Lower),170172,Day Dar Kho,ဒေဒါခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004028,Chee Thu Saw (Lower),170171,Ka Zet Pa Lo,ကဇက်ပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004010,Dar War Law Chee,170059,Dar War Law Chee,ဒါဝါလော်ချီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004010,Dar War Law Chee,170062,Doe Thet,ဒိုးသက်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004010,Dar War Law Chee,170063,Lay Law Day,လေလော်ဒေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004010,Dar War Law Chee,170061,Lo Lar Way,လိုလာဝေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004010,Dar War Law Chee,170060,Mei Ku Kar,မယ်ကူကာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170238,Dar Yoe,ဒါရိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170243,Htar Hpo Chee,ထားဖိုချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170240,Ka Baw Pa Lo,ကဘောပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170241,Khay Chee,ခေးချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170239,Lo Yar Do,လိုရာဒို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004041,Dar Yoe,170242,Par Hkaw,ပါခေါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170154,Hnget Pyaw Taw (Lower),ငှက်ပျောတော (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170155,Hnget Pyaw Taw (Upper),ငှက်ပျောတော (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170157,Hnget Pyaw Taw Lay,ငှက်ပျောတောလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170156,Nar Pa Law Khaw,နာပလောခေါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170158,Shwe Nan Gyi,ရွှေနန်းကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004025,Hnget Pyaw Taw,170159,Shwe Nan Ka Lay,ရွှေနန်းကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170244,Ho Thaw Pa Lo,ဟိုသောပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170248,Hta Ye Pa Lo,ထာရဲပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170246,Kha Lo Mu Chee,ခလိုမူချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170245,Khaw Thaw Khaw,ခေါသောခေါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170249,Mei Thaw Hpo Li,မယ်သောဖိုလီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170247,Tha Bar Yar,သဘာရား
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004042,Ho Thaw Pa Lo,170250,Thay Thaw Kho,သေသော်ခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170312,Ha Thoe So,ဟသိုးဆို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170308,Hoe Chee,ဟိုးချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170313,Ka Lay Chi,ကလေးချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170310,Tha Aye Chee,သအေးချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170309,Tha Aye Lo,သအေးလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004053,Hoe Chee,170311,Thay Khu Doe,သေခူဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170121,Hpei Hpoe (Lower),ဖယ်ဖိုး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170122,Hpei Hpoe (Upper),ဖယ်ဖိုး (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170119,Hta Mon (Lower),ထမုံ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170118,Hta Mon (Middle),ထမုံ (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170117,Hta Mon (Upper),ထမုံ (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170120,Hta Mon Ngwe Taung,ထမုံငွေတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004020,Hta Mon,170123,Thea Nu Kone,သဲနုကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170263,Bar Yar,ဘာယာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170256,Htee Thar Saw (Lower),ထီးသာစော (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170257,Htee Thar Saw (Middle),ထီးသာစော (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170258,Htee Thar Saw (Upper),ထီးသာစော (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170261,Lar Mei Hpo Li,လာမယ်ဖိုလီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170262,Lo Ka Dar Shey,လိုကဒါရှေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170260,Nar Law Hpo Li (Lower),နာလောဖိုလီ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004044,Htee Thar Saw,170259,Nar Law Hpo Li (Upper),နာလောဖိုလီ (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170219,Ka Lay Kho (Lower),ကလေခို (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170218,Ka Lay Kho (Upper),ကလေခို (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170223,Moke Soe Ma (Lower),မုဆိုးမ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170222,Moke Soe Ma (Middle),မုဆိုးမ (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170221,Moke Soe Ma (Upper),မုဆိုးမ (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004037,Ka Lay Kho,170220,Thauk Yae Khat,သောက်ရေခပ်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170231,Ka Lay Ta,ကလေတ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170237,Kan Pyar,ကံပြား
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170232,Pa Rei Saw,ပရယ်ဆော်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170235,Pa Rei Soet (Ah Htet Ywar),ပရယ်စို့ (အထက်ရွာ)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170236,Pa Rei Soet (East),ပရယ်စို့ (အရှေ့)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170234,Pa Rei Soet (Ywar Haung),ပရယ်စို့  (ရွာဟောင်း)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004040,Ka Lay Ta,170233,War Thaw Kho,ဝါသောခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004027,Ka Saw Pa Lo,170166,Ka Saw Pa Lo (Lower),ကစောပလို (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004027,Ka Saw Pa Lo,170164,Ka Saw Pa Lo (Middle),ကစောပလို (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004027,Ka Saw Pa Lo,170165,Ka Saw Pa Lo (Upper),ကစောပလို (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004027,Ka Saw Pa Lo,170167,Tha Kwe Pa Lo,သကွဲပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004043,Kha Mar Di Hpo Li,170251,Kha Mar Di Hpo Li,ခမာဒီဖိုလီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004043,Kha Mar Di Hpo Li,170254,Lo Khar Pa Lo,လိုခါးပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004043,Kha Mar Di Hpo Li,170253,Mar Hsar Khaw,မာဆာခေါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004043,Kha Mar Di Hpo Li,170252,Mar Yaw Hpo Li,မာယောဖိုလီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004043,Kha Mar Di Hpo Li,170255,Maw Chee,မော်ချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004006,Khon Taing,170043,Khon Taing,ခုံတိုင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004006,Khon Taing,170044,La Me Gyi,လမဲကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004006,Khon Taing,170045,La Me Ka Lay,လမဲကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004006,Khon Taing,220071,Sa Par Law Chee,စပါးလော်ချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170124,Kya Maing,ကျမိုင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170127,Kyauk Hpyar,ကျောက်ဖျာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170126,Kyauk Shey Taung,ကျောက်ရှည်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170129,Mya Thar Kone,မြသာကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170132,Myauk Hpei Hpoe,မြောက်ဖယ်ဖိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170131,Pin Thi Lar,ပင်းသိလာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170128,Than Taung Ka Lay,သံတောင်ကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170130,Thin Baw Taw,သင်္ဘောတော
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004021,Kya Maing,170125,Thit Khaung,သစ်ခေါင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170202,Kyauk Gyi Taung,ကျောက်ကြီးတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170205,Kyauk Gyi Taung (U Yin),ကျောက်ကြီးတောင် (ဥယျာဉ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170203,Kyauk Gyi Taung (Ywar Ma),ကျောက်ကြီးတောင် (ရွာမ)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170204,Kyauk Gyi Taung (Ywar Thit),ကျောက်ကြီးတောင် (ရွာသစ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170206,Kyun Taw Su,ကျွန်းတောစု
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170208,Nyaung Pin Taung,ညောင်ပင်တောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004034,Kyauk Gyi Taung,170207,Taung Khu Lat,တောင်ခုလပ်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170286,Ah Wa Aing,အဝအိုင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170290,Chi Pyaung,ချီပြောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170285,Ka Nay Chee,ကနေချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170284,Kyauk Hpyar,ကျောက်ဖျာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170287,Me Khwar Pyar,မဲခွာပြာ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170289,Pa Lay Chee,ပလေချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170291,Tet Ma Khauk,တက်မခေါက်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004048,Kyauk Hpyar,170288,Tha Yae Doe,သရေဒိုး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004049,Kyauk Pon,170292,Baw Ga Li Ka Lay,ဘောဂလိကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004049,Kyauk Pon,170294,Kyauk Pon,ကျောက်ပုံ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004049,Kyauk Pon,170295,Saw Khar Kho,စောခါခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004049,Kyauk Pon,170293,Thit See Taung,သစ်စီးတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170141,Au Ne Hpo Li,အူနဲဖိုလီ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170140,Boe Toe Pin,ဘိုးတိုးပင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170133,Kyauk Ta Gar,ကျောက်တံခါး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170135,Kyauk Ta Gar (Lower),ကျောက်တံခါး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170134,Kyauk Ta Gar (Upper),ကျောက်တံခါး (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170139,Na Gar Taung,နဂါးတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170138,Nga Tun Let Pan Hpyu,ငထွန်းလက်ပံဖြူ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170137,Taung Pat Lel,တောင်ပတ်လည်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004022,Kyauk Ta Gar,170136,Yae Kan To,ရေကံတို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004035,Kyay Ka Tawt,170209,Kyay Ka Tawt,ကျေးကတော့
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004035,Kyay Ka Tawt,170210,Kyay Ka Tawt (Lower),ကျေးကတော့ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004035,Kyay Ka Tawt,170211,Kyay Ka Tawt (Ywar Thit),ကျေးကတော့ (ရွာသစ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004035,Kyay Ka Tawt,170212,Tha Htar Pa Lo,သထားပလို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170148,Kyay Min (Lower),ကျေးမင်း (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170149,Kyay Min (Middle),ကျေးမင်း (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170150,Kyay Min (Ywar Thit),ကျေးမင်း (ရွာသစ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170153,Ma Sa (Lower),မစ (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170152,Ma Sa (Middle),မစ (အလယ်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004024,Kyay Min,170151,Ma Sa (Upper),မစ (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004004,Kywe Hpyu Taung,170037,Kywe Hpyu Taung,ကျွဲဖြူတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004004,Kywe Hpyu Taung,170038,Ngwe Taung Gyi,ငွေတောင်ကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004004,Kywe Hpyu Taung,170040,Taw Pyar Ka Lay,တောပြာကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004004,Kywe Hpyu Taung,170039,Yit Maing,ရစ်မိုင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004019,La Bet Inn Gyi,170112,La Bet Inn Gyi,လဘက်အင်းကြီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004019,La Bet Inn Gyi,170116,La Bet Inn Lay (Lower),လဘက်အင်းလေး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004019,La Bet Inn Gyi,170115,La Bet Inn Lay Ywar Haung,လဘက်အင်းလေးရွာဟောင်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004019,La Bet Inn Gyi,170114,La Bet Inn Lay Ywar Thit,လဘက်အင်းလေးရွာသစ်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004019,La Bet Inn Gyi,170113,Leik Tho Tat Kone,လိပ်သိုတပ်ကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004009,Leik Pyar Gyi,170058,Bwei Hpo Chee,ဘွယ်ဖိုချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004009,Leik Pyar Gyi,170057,Ka Yar Chee,ကယာချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004009,Leik Pyar Gyi,170056,Leik Pyar Gyi (Lower),လိပ်ပြာကြီး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004009,Leik Pyar Gyi,170055,Leik Pyar Gyi (Upper),လိပ်ပြာကြီး (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004008,Leik Pyar Ka Lay,170053,Htee Pu Chee (Lower),ထီးပူချီး (အောက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004008,Leik Pyar Ka Lay,170054,Htee Pu Chee (Upper),ထီးပူချီး (အထက်)
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004008,Leik Pyar Ka Lay,170051,Ka Thwee Dee,ကသွီးဒီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004008,Leik Pyar Ka Lay,170050,Leik Pyar Ka Lay,လိပ်ပြာကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004008,Leik Pyar Ka Lay,170052,Maung Nwet Ka Lay,မောင်နွဲ့ကလေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004018,Leik Tho Gyi,170109,Leik Tho Kyaung Kone,လိပ်သိုကျောင်းကုန်း
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004018,Leik Tho Gyi,170110,Mar Day,မာဒေး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004018,Leik Tho Gyi,170111,Thit Khwa Taung,သစ်ခွတောင်
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170077,Day Dar Kho,ဒေဒါခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170079,Ka Mu Do,ကမူဒို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170078,Kay Law Chee,ကေလော်ချီး
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170081,Khaw Mee Kho,ခေါမီးခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170074,Lel Kho Doe Kar,လယ်ခိုဒိုးကား
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170076,Mar Bwe Kho,မာဘွယ်ခို
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170080,Thay Yar Yu,သေယာယူ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004012,Lel Kho Doe Kar,170075,Wi Lar Khaw,ဝီလာခေါ
MMR003,Kayin,MMR003004,Thandaunggyi,MMR003004011,Lel Kho Doe Kho,170065,Hpar Wei Doe Kar,ဖာဝယ်ဒိုးကား
